case_submitter_id,AGID00100,AGID00111,AGID00101,AGID00001,AGID00002,AGID00003,AGID00443,AGID00120,AGID00004,AGID00005,AGID00408,AGID00473,AGID00404,AGID02144,AGID00186,AGID00146,AGID00028,AGID00170,AGID00316,AGID00347,AGID02215,AGID00287,AGID00236,AGID00006,AGID00007,AGID00193,AGID00166,AGID00371,AGID00194,AGID02191,AGID00260,AGID00264,AGID00276,AGID00309,AGID00310,AGID00277,AGID00242,AGID02142,AGID00217,AGID02145,AGID02150,AGID00315,AGID00268,AGID00391,AGID00392,AGID02195,AGID00215,AGID02143,AGID00179,AGID00301,AGID00302,AGID00008,AGID00009,AGID00192,AGID00010,AGID00433,AGID00219,AGID00012,AGID00377,AGID00011,AGID00013,AGID00180,AGID00221,AGID00373,AGID00355,AGID00014,AGID00445,AGID00266,AGID00168,AGID00278,AGID00265,AGID00429,AGID00176,AGID00623,AGID00015,AGID00118,AGID00537,AGID00016,AGID00358,AGID00303,AGID00410,AGID00220,AGID00191,AGID00017,AGID00369,AGID00359,AGID00411,AGID00237,AGID00115,AGID02171,AGID00329,AGID00227,AGID00422,AGID00501,AGID00293,AGID00314,AGID00423,AGID02101,AGID00447,AGID00189,AGID00234,AGID00107,AGID00018,AGID00019,AGID00527,AGID00350,AGID00434,AGID00020,AGID00400,AGID00466,AGID00079,AGID00167,AGID00292,AGID00021,AGID00267,AGID00269,AGID00150,AGID00195,AGID00188,AGID00022,AGID00023,AGID00393,AGID00365,AGID00367,AGID00536,AGID00025,AGID00024,AGID00382,AGID00437,AGID00449,AGID00209,AGID00247,AGID00308,AGID00304,AGID00343,AGID00427,AGID00428,AGID00532,AGID00104,AGID02146,AGID00386,AGID00352,AGID00407,AGID00399,AGID00409,AGID00253,AGID00334,AGID00116,AGID00211,AGID00148,AGID00135,AGID00136,AGID00152,AGID00450,AGID00026,AGID00078,AGID00328,AGID00154,AGID00027,AGID00235,AGID00394,AGID00395,AGID00438,AGID00552,AGID00553,AGID00075,AGID00335,AGID00029,AGID00240,AGID00239,AGID00484,AGID00372,AGID00405,AGID00187,AGID00511,AGID00485,AGID00030,AGID02151,AGID00171,AGID00356,AGID00031,AGID00339,AGID02152,AGID00378,AGID02197,AGID02167,AGID02213,AGID02141,AGID00117,AGID00412,AGID00086,AGID00383,AGID00289,AGID00305,AGID00270,AGID00263,AGID00548,AGID00387,AGID00262,AGID00319,AGID00368,AGID00396,AGID00174,AGID00502,AGID00033,AGID00034,AGID01354,AGID00363,AGID00131,AGID00142,AGID00110,AGID00080,AGID00103,AGID00271,AGID00397,AGID00442,AGID00205,AGID00398,AGID00333,AGID00035,AGID00036,AGID00320,AGID00037,AGID00366,AGID00197,AGID00038,AGID00090,AGID00039,AGID00336,AGID02221,AGID02153,AGID00272,AGID00519,AGID00520,AGID00223,AGID00092,AGID00040,AGID00250,AGID00256,AGID00177,AGID00758,AGID02136,AGID00307,AGID00528,AGID00375,AGID00290,AGID00279,AGID00042,AGID00529,AGID00244,AGID00439,AGID02154,AGID00198,AGID00288,AGID00175,AGID00044,AGID00143,AGID00201,AGID00361,AGID00362,AGID00337,AGID00338,AGID02212,AGID00225,AGID00137,AGID00403,AGID00321,AGID00322,AGID00389,AGID00312,AGID00402,AGID00045,AGID00122,AGID00331,AGID00273,AGID00530,AGID00390,AGID00138,AGID00299,AGID00232,AGID00046,AGID00047,AGID00204,AGID00401,AGID00173,AGID00318,AGID00216,AGID00418,AGID00156,AGID02133,AGID00134,AGID00048,AGID02155,AGID00340,AGID00087,AGID00258,AGID00162,AGID00257,AGID00297,AGID00420,AGID00384,AGID00105,AGID00096,AGID00099,AGID00181,AGID00098,AGID00049,AGID00151,AGID00050,AGID00490,AGID00545,AGID00052,AGID00051,AGID00085,AGID00531,AGID00182,AGID00053,AGID00224,AGID00323,AGID02199,AGID00245,AGID00374,AGID00468,AGID00274,AGID00513,AGID00441,AGID00054,AGID00055,AGID00248,AGID00413,AGID00094,AGID00385,AGID00210,AGID00324,AGID00280,AGID00056,AGID00057,AGID00300,AGID00124,AGID00125,AGID00440,AGID02207,AGID00281,AGID00425,AGID00226,AGID00093,AGID00058,AGID00296,AGID00259,AGID00172,AGID00460,AGID00114,AGID00163,AGID00512,AGID02138,AGID00084,AGID00203,AGID00207,AGID00381,AGID00081,AGID00082,AGID00424,AGID00492,AGID00190,AGID00061,AGID00364,AGID00218,AGID00275,AGID00145,AGID00169,AGID00342,AGID00261,AGID00360,AGID00158,AGID00059,AGID00060,AGID00164,AGID00547,AGID00097,AGID00159,AGID00160,AGID00282,AGID00283,AGID00416,AGID00246,AGID00341,AGID00344,AGID00554,AGID00353,AGID00330,AGID00062,AGID00063,AGID00157,AGID00230,AGID00294,AGID00161,AGID02179,AGID00431,AGID00430,AGID02168,AGID00376,AGID00183,AGID02208,AGID00255,AGID00064,AGID00113,AGID00091,AGID02160,AGID00065,AGID00325,AGID00380,AGID00298,AGID00066,AGID02157,AGID00068,AGID00185,AGID00388,AGID00069,AGID00077,AGID00357,AGID00128,AGID00070,AGID00327,AGID00228,AGID00165,AGID00149,AGID00109,AGID00406,AGID00559,AGID00306,AGID00426,AGID00155,AGID00144,AGID00071,AGID02194,AGID00417,AGID00238,AGID00436,AGID00295,AGID00214,AGID00351,AGID00213,AGID00284,AGID00208,AGID00313,AGID00073,AGID00184,AGID00074,AGID00421,AGID00231,AGID00317,AGID00354,AGID00285,AGID00286,AGID02214,AGID00133,AGID00076,AGID00241,AGID00349,AGID02137,AGID00088,AGID00089,AGID00504,AGID00095,AGID02217,AGID02210,AGID00326,AGID00432
TCGA-BA-4074,0.21779,0.0065518,0.7284,-0.80251,-0.14706,0.44194,0.58635,-1.0726,-0.47449,0.057091,-0.6826526,-1.3084,-1.179689,0.034866,-0.45109,-0.94923,0.17908,0.168,-0.5237926,1.362212,-0.3553129,-0.1652679,0.3158314,0.28939,-2.3026,-1.1777,0.064586,-0.4121,-0.0069878,-0.30125,-0.20556,-0.039058,-0.1713356,0.1944578,0.3071362,-0.5722471,-0.9949,1.734931,-0.4546186,-0.3171406,0.2053067,0.02388297,-1.808074,-0.1072903,-0.1312025,-0.2423477,0.26939,0.1992942,-0.8166576,0.2314598,0.0001424624,-0.30004,1.4166,-0.86626,0.028698,-0.56369,0.80916,0.28959,-0.28683,-0.65435,0.14342,-0.54657,0.2102415,-0.05265783,-0.99959,-0.31361,0.25506,-0.94703,0.789195,-0.4058748,0.061032,-0.1037753,-0.08802648,0.83264,1.1038,-0.003409,0.085293,1.9065,0.1497897,0.00641373,-0.14297,0.029156,0.7164828,-0.10609,-0.07661037,-1.527188,1.499966,-0.2679886,1.5598,-0.8930891,-0.2862153,0.3512492,0.2471718,0.48012,1.264079,0.35049,0.5873292,0.2196498,-0.142804,0.24269,0.23167,-0.25156,0.37349,0.31274,0.083973,0.05484408,0.010701,-0.092213,-1.3607,0.11357,0.30769,-0.33127,-0.32523,1.4212,0.8223486,0.01350778,0.1846565,4.226929,-0.052711,0.044206,0.1691591,-2.534285,-0.2177951,0.5328604,0.28146,0.287175,1.2473,0.25683,0.26916,1.1192,0.07036413,-0.2302666,-0.2054277,0.2556236,0.1251015,-0.03517623,0.4524294,0.43608,-0.012913,0.4159549,-0.2465639,-0.2908983,0.08379364,-0.2581776,0.447998,-0.13673,-0.7954266,-0.53151,-0.15783,0.9903,0.28006,0.066017,1.1873,-1.0906,0.7213,-0.23206,-0.2659755,-0.4204,-0.1124083,-1.490923,1.213466,-0.595909,1.569861,0.6672315,0.03883898,1.9093,-1.7521,-0.82818,-0.18741,0.53288,-0.14887,-0.4215455,-0.4876635,-0.26732,-0.3875622,0.26711,-0.5707261,-0.3452476,-0.11713,0.5471762,1.3609,1.646959,-0.065909,0.31199,-0.11516,0.03327861,-0.2502567,0.079931,-1.4237,0.64368,-0.88014,-0.24729,-0.9757217,-0.02357993,0.2987535,-0.5569639,-1.49539,-1.120923,0.5176172,-0.4669781,0.1146489,-0.1778329,0.1205609,-1.3764,0.66117,-1.2018,0.3226278,-0.1032626,-1.4758,0.14748,0.11491,0.38103,0.55743,0.2448612,-0.8522756,-0.2509639,-0.6715421,-0.5966185,-2.72155,0.08841462,-0.5795594,0.5565172,0.21568,-0.2272877,-0.00854,0.35818,0.394187,-1.349403,0.4426381,0.09925852,0.19726,-0.5848882,0.2835829,0.1750608,0.15775,0.088822,-0.5960518,-0.41744,0.1555926,-0.52875,0.092743,-0.43984,-1.658559,0.17389,1.546494,-1.217026,0.7821688,0.18992,0.66206,0.2378965,0.5333697,0.096691,0.5730267,-0.3431312,-0.5633533,-0.27372,0.35016,0.4584662,-0.03657736,0.7964329,-0.360353,-0.1238923,-1.275965,0.4153754,-0.23539,0.004197028,0.1322969,-0.05092164,-0.5931524,-0.005464716,2.429845,-0.0137121,-0.3254931,-0.175577,-0.05499017,0.53243,-0.43758,-0.041016,-0.7036651,-1.130941,0.091486,0.70223,0.3843355,-1.861,0.19847,0.01503042,-0.09638,0.42236,3.4212,0.3860758,0.21567,-1.3352,0.18044,0.3415758,-0.007317928,-0.5573241,0.21043,0.40549,-0.02723616,-0.31177,1.0039,-0.13286,0.56638,-0.052935,-0.004177854,0.08222,0.093797,-0.3461618,0.49756,-0.37175,0.87416,-0.10874,-0.42984,-0.086653,-0.14047,-0.2432632,2.1237,0.2833698,-1.288369,-0.01363261,-2.345854,0.2130225,-0.33776,-0.09204309,0.4422074,-0.01649001,-1.1938,0.022542,0.39465,0.17017,-2.141,1.179069,0.04914678,-0.317123,0.3893861,-0.039957,0.29157,0.073162,-0.35435,-0.88583,-0.4298349,-0.4456357,0.04242039,-0.3364046,0.0305933,-1.2821,-0.17393,-0.686056,-0.301944,-0.50452,-0.85385,0.040429,-0.86597,-1.880636,1.078373,0.7965154,-0.4301643,-0.3430794,-0.54773,0.1424774,0.063368,-0.2882805,-0.39265,-0.7545,-1.3542,-0.7141658,-0.3504205,-0.1478172,0.31239,-0.61181,-0.3152784,-0.97398,0.1679,0.195,-0.40828,-1.1701,-1.4755,0.16975,-0.27663,-0.076436,-0.00019639,-1.502089,0.04729302,-0.7743667,-0.6100452,0.566302,0.9854867,-0.9098442,-0.05069054,-0.065959,0.79932,0.0049158,0.070006,0.4175088,0.61675,-0.32468,0.3538013,0.3034433,0.1393951,0.48225,-0.3037965,-0.45082,-0.9896296,-0.4299863,0.075075,-0.36819,0.89758,0.0020849,0.13937,-0.1947612,1.050891,0.07046023,0.15664,0.28437,-1.0092,-1.053527,-0.75157,-1.2216,0.78616,-0.1018177,-1.7286,-0.3024188,0.7342,-0.1831442,0.74107,-0.055707,-0.0004316,0.3103291,-0.1503733,-1.897744,1.337057,-0.6415,-1.2326,-0.93533,-0.25348,-0.538247,0.1827572,0.7974946,-1.989343,0.1335593,0.05051034,0.1438534,0.05592231,-0.3730013,-0.1581163,0.6761619,-1.604808,1.6243,0.4185531,0.33474,-1.376312,1.126387,-0.6405731,-0.6686333,-0.8970395,-0.26765,-0.611586,-0.8962054,-0.04689285,0.42707,0.94069,0.47409,-1.159,0.34599,-0.8188743,-1.40511,-1.269936,0.3721416
TCGA-BA-4078,-0.011901,0.0088498,0.57544,-0.11415,-0.57837,-0.13319,-0.21762,-0.7065,-0.60921,-0.23869,-0.700578,-1.4648,-0.9723257,0.17669,-0.27822,-0.25119,-0.4034,0.78848,-0.2603264,0.4742081,0.1523825,-0.02589722,0.03870751,0.987,0.25885,1.4349,0.31089,-0.73776,0.39041,-0.0057162,0.10304,-0.5167,0.09823975,-0.02747133,-0.1544072,-0.8838067,-0.68473,0.8229343,-0.2706113,-0.4441465,-0.01085227,-0.003665917,-0.1876485,-0.2414845,0.2169102,0.02175526,-0.10644,0.0746545,-0.8241766,0.6224152,-0.07910985,0.43759,0.32283,0.6244,0.49844,1.5757,0.68807,-0.12114,-0.60375,0.099206,-0.4532,0.98861,0.1207663,0.1292622,0.014211,0.43285,0.1858,0.012282,0.369939,-0.184515,0.098181,-0.1829211,-0.2339604,-0.17019,-0.73708,-0.6727,-0.22096,1.2382,-0.1175254,-0.9354395,-0.2662,0.46476,0.3570929,-0.31405,-0.07902234,-0.1292157,0.5821775,0.2279317,1.5027,-0.4575381,0.05262747,0.1173654,0.01931837,1.1265,0.1711438,0.59877,-0.1124962,0.198472,0.3192318,-0.18925,0.20969,-0.18317,0.25199,-0.12653,-0.067817,-0.2057886,0.84075,-0.37278,-1.2186,-0.16302,-0.21943,-0.60645,-0.4882,1.0375,2.473577,-0.1986323,0.2218597,0.2975535,-0.29493,-0.32035,-0.2541804,0.8420183,-0.3161272,0.3328137,0.99317,0.1583857,-0.27909,-0.19958,-0.56016,0.19212,-0.2117782,-0.1936009,-0.08760619,0.06430846,0.6601327,-0.1034331,0.4118218,0.25353,-0.54185,-0.02152454,-0.1732079,-0.4116986,-0.1605861,0.2180216,0.4110133,-0.27345,-0.02565486,1.2834,-0.27684,1.1065,-0.15477,-0.22509,1.1938,1.108,-0.37302,-0.0073481,-0.1760449,0.1237,-0.1889964,-3.912718,0.1380729,-0.01973216,0.257229,0.334227,0.01276606,0.63193,-2.478,-0.68373,-0.18675,0.52528,-0.58993,0.3883746,-0.4186068,-0.15782,0.5138065,0.15048,-0.4741026,0.683024,-0.45228,0.2433989,0.83699,0.7306203,0.24174,-0.14784,-0.06537,-0.01022028,-0.8830904,-0.24337,-1.0371,-0.21198,-0.587,-0.22899,-0.5468183,0.1861576,0.2115988,-0.4769467,0.3630524,-0.4295179,0.3605999,-0.1847503,-0.1471606,-0.5856139,0.506587,-0.27257,0.39788,-0.14461,0.2039231,-0.03770037,-1.0752,1.0658,-0.63403,0.13756,0.19416,1.201076,-0.4997158,-0.707814,-0.2334413,0.4916043,-0.915795,0.1872799,1.473439,-0.123605,-0.4482,0.5067579,0.015532,2.4002,0.5046125,0.6450249,-0.1052609,0.08642122,-0.52213,0.4116388,0.6996068,0.2001709,-0.071308,-0.22343,-0.2584838,-0.35542,0.775205,0.025492,0.43933,-0.4975,0.2348253,0.49533,1.456197,-0.491594,0.6025204,-0.8473,0.28674,0.1018053,0.2471708,1.1739,0.2263744,0.9289054,-0.06805108,0.21239,0.78131,0.2743705,-0.08324571,0.1551966,-0.4558603,-0.08372527,-0.4408999,-0.03319605,-0.088122,0.07129042,0.7313141,-0.4879732,0.3042862,-0.2650599,1.542233,-0.3785868,0.3049461,-0.1103713,-0.02294955,0.20569,-0.09402,0.55964,0.0963405,-0.6253821,-0.36269,0.29559,0.2050007,-0.4798,1.1674,-0.1520022,-0.15776,0.30993,2.7171,-0.1835852,-0.085729,-0.30063,0.34298,0.2322103,-0.01530806,-1.057683,-0.20731,0.41558,-0.3404148,0.36691,0.93728,-0.38661,-0.068289,0.052486,0.2212866,1.8118,0.63499,-0.5318423,0.22538,0.0039758,1.9609,-0.40662,-0.1087,-0.37323,0.46656,0.151739,1.501,-0.8496583,-0.000187749,0.09656244,-1.052228,-0.05056671,-0.43135,-0.04702745,0.6650669,-0.1170546,-0.14953,0.26479,0.8102,0.1317,0.34748,0.5870737,0.1227905,-0.1494389,0.180533,-0.34681,-0.42161,0.76443,-0.23571,-0.038104,0.2380443,-0.1218079,0.5658692,-0.6301636,0.0008326641,-0.014732,0.086299,0.6778998,-0.1793956,-0.61113,-0.90504,-0.0055339,-0.68694,-1.904173,0.5619273,0.6401355,0.2765497,-0.3039202,-0.65243,0.08111088,0.1801,-0.09183239,-0.42735,-0.43978,0.74078,0.4137813,-0.1786403,0.8187483,-0.50487,-0.53194,0.05631108,-0.20093,0.39085,0.0069931,0.0057169,0.34601,0.12309,0.40464,0.115567,-0.22953,0.025902,0.4140264,0.04958893,0.5100892,-0.3497992,0.2791669,0.06544973,-0.7429099,-0.03023355,-0.59184,0.49867,0.18863,-0.151,-0.03209127,0.23336,0.31166,-0.1786802,0.3088246,-0.4087744,-0.12198,-0.336232,0.51554,2.278145,-0.1950705,0.37944,-0.45471,0.1347,0.36497,0.066247,-0.1453903,0.3615811,2.413723,0.57256,0.88712,-0.58114,0.1012383,0.20439,-0.89966,0.15764,0.7226882,-0.14627,-0.3016595,0.45816,-0.03425068,1.1451,-0.26958,-0.37889,-0.7165411,-0.06995001,-0.1580021,0.5771976,-0.45901,-1.3439,-0.5181,-0.44459,-0.3738921,0.2334044,0.7574262,0.08132128,0.3395785,0.005492782,0.3046196,0.1633041,-0.2363911,-0.3750839,0.4485898,0.4531243,0.7828,-0.008903888,-0.04107687,-0.4585981,0.8026655,0.3651266,0.2044209,1.330435,-0.65991,-0.2826368,-0.01753401,-0.2201336,0.63129,0.71031,0.11647,0.075537,0.21154,0.1601253,0.2224536,-0.7554088,0.08031624
TCGA-BA-5149,0.24075,0.18063,1.0109,0.47916,-0.17821,-0.81018,0.030299,-0.71588,-0.87097,-0.61801,-0.8615449,-0.16407,-1.24634,-0.096438,-0.49197,-0.79357,-0.52777,-0.77476,-0.3165936,0.7867395,-1.673413,-0.0181639,0.05194581,-0.53936,-0.48506,2.2085,0.30815,-0.73374,0.028458,-0.13969,0.089747,0.71389,0.1778323,0.07882855,0.3025031,-0.4945389,-1.1714,0.8091993,-0.3741641,-0.5658806,0.1517029,0.08992077,-1.324921,1.27845,-0.1646859,0.1425603,0.8263,-0.5551497,-0.7999023,0.9746297,-0.04379599,-0.50527,-0.17967,-0.394,0.19497,-0.34881,0.29446,-0.063194,-0.4466,-0.83839,-0.47328,0.18099,0.3300997,0.0438867,-0.88109,-0.086324,0.6218,-0.69795,0.4446331,-0.6420981,0.44632,0.02418201,0.6897831,0.14885,2.1929,0.41088,0.21056,3.3715,0.07669852,3.514325,0.013278,-0.53764,0.6414074,0.3226,0.3283961,-0.1243446,1.875278,0.3010625,1.7175,-0.7626645,0.1692215,0.1860921,0.1960968,0.19506,1.185254,0.15181,0.1595692,0.4706832,-0.432154,0.092182,0.17124,0.012263,-0.7021,0.13394,-0.070473,0.09960612,0.46071,-0.50823,-0.906,-0.1541,0.025553,-0.38853,-0.83149,0.75015,1.138221,-0.3445637,0.6629325,0.7893209,-0.14076,0.10884,-0.03445253,-1.147575,-0.7424535,0.04600568,0.6364,0.373885,2.0856,0.079785,-0.25543,0.12787,1.464507,-0.2652641,-0.131886,0.08436044,-0.09928856,-0.5610883,0.3240884,0.26904,0.25859,0.1672911,-0.08363768,-0.8081182,-0.4450461,-0.07489715,-0.2539886,0.17295,0.3027691,0.076278,0.45862,-0.35782,-0.4662,-0.48886,0.7719,0.78251,0.44089,0.40896,-0.2090414,-0.13657,-0.2052349,-3.844786,1.503129,-0.9929678,1.507011,1.101822,-0.0526856,0.66306,-1.7215,-0.33326,0.26507,-1.1695,-1.0625,0.04795681,-0.4348015,0.72549,-0.158352,-0.094174,-0.03814979,-0.1550435,-0.6429,-0.4983309,0.48083,1.871458,0.14503,0.073665,0.3334,0.0914266,-0.6164543,0.02287,-0.99074,-0.40101,0.090226,-0.10849,-0.9610184,0.1012941,0.3291584,-0.4995408,0.2202318,-0.3667401,0.2685807,1.085311,-0.2810492,-0.5110016,-0.4605655,-0.94012,-0.092498,-0.81365,0.2462169,0.01718904,-1.6561,1.4767,0.93598,-0.20609,0.72612,0.3384457,-0.4500531,-0.740776,-0.222486,-0.198436,-1.588378,0.3040556,0.8619747,0.01295113,0.7363,1.991862,0.13871,-1.3142,0.5975732,-0.2271833,0.2350537,-0.0338365,-0.42004,-1.016609,1.061208,0.1750803,-0.087302,0.24742,-0.6046095,0.092858,0.551589,-0.32128,0.1983,-0.45087,-0.3875255,-0.4873,1.507642,-0.7893834,0.6045706,-0.19076,0.33123,0.1185084,0.4408436,0.40183,0.8278616,0.7968695,-0.4651755,0.41901,1.0011,0.3220563,0.09655872,0.3630678,-0.5474614,0.03439857,-1.095637,0.0005063649,-0.018979,-0.1931788,0.1686631,-0.09222379,-0.09226143,-0.4581788,0.4440996,-0.5117565,0.6197449,-0.2931183,0.07853114,-0.072877,-0.44705,-0.33741,-0.4898349,-1.684902,-0.9921,-0.16792,0.3651412,-0.69275,0.76257,0.3510349,0.12283,0.18966,3.1231,-0.05762443,-0.55489,-1.247,-0.41899,0.2227004,-0.0842029,-0.08085173,0.1622,0.0013591,-0.05508703,0.18539,0.79644,-0.59633,0.084882,-0.50178,0.2390506,0.62845,0.047094,-1.133054,0.51651,-0.080618,1.2389,-0.40612,-0.79243,0.19314,-0.77459,-0.5977154,2.9413,-0.2040111,-0.8498057,-0.4499145,-1.803811,0.00229316,0.077492,0.02436199,0.135084,-0.9413947,-0.68971,0.022959,0.75661,0.15724,-0.97877,0.4307744,0.1413845,-0.4660893,0.1919385,0.10086,-0.45587,0.91836,-0.34678,0.093923,-0.7036181,-0.2031969,-0.04670226,-0.4832932,0.05758453,-0.11882,0.18596,-0.1715384,-0.5336202,0.92934,0.075978,0.11736,-0.7174,-1.223949,0.5507087,1.768452,-0.3899347,-0.3038316,-0.67011,0.05221388,-0.1452,-0.3745433,-0.027788,-0.36226,0.14594,-0.0536413,-0.309782,-0.04809355,-0.12918,-0.051941,-0.002700232,-0.24531,0.58294,-0.15682,-0.0079911,-0.027057,-0.3758,-0.065048,0.1504323,-0.61726,0.22417,-0.228109,0.1175752,0.3097005,-0.4374629,0.7699583,0.4492638,-0.04307807,0.09739126,-0.40977,0.87039,0.9307,0.52578,-0.3589249,1.5069,0.27522,0.1424501,0.1905428,-0.3280961,0.070519,-0.5275125,0.42794,0.7891237,-0.1819996,-0.084171,-0.088435,0.15191,0.010767,0.38882,-0.1264823,1.132083,-0.06309317,0.55718,0.2519,0.43627,-0.9330538,0.14389,-1.3434,0.38995,-1.465379,-0.29954,-0.2458142,0.65872,0.3690789,-0.21737,0.082175,-0.30863,-0.04743735,-0.07306662,-0.7208654,0.08130756,-0.45773,-1.6728,-1.0294,-0.53405,-0.5403411,0.2182046,0.2662405,-0.4250699,0.8684848,0.06743717,0.08932966,0.01793692,-0.310029,-0.2462305,1.133244,-1.260484,1.5423,0.4967082,-0.4681569,-1.024031,1.565875,-0.6442991,0.02722377,1.315666,-0.34499,-0.9543521,-0.8224769,-0.1168391,-0.47857,0.82704,0.13889,-0.30462,0.43213,-0.2267086,0.04994886,-0.7846894,0.1724676
TCGA-BA-5151,0.22377,0.36775,1.8376,1.1639,-0.32816,-0.93535,0.1778,-1.1197,-0.073338,0.23187,-0.212279,-1.3735,-1.063567,0.043724,-0.55495,-0.80725,-1.7706,0.42231,0.05678777,1.18014,-1.895052,-0.07172213,-0.06165315,0.50238,-0.23595,3.7655,0.28451,-0.72339,0.27995,-0.040179,-0.073092,1.2555,0.6666431,0.3078495,0.4738714,-0.5615816,-1.3233,1.479069,0.06337477,-0.7066207,0.4869027,0.1083845,-1.808201,0.2733037,0.1292697,-0.1140125,0.010235,-0.9169883,-0.8486962,1.259457,0.18156,-0.23493,-0.061821,-1.1453,0.48936,0.069272,0.61316,0.37689,-0.38549,-0.82484,-0.52888,0.13845,-0.01676436,0.1610924,-0.55389,0.16466,0.71251,-0.70531,0.6586276,-1.152006,0.51338,-0.8071342,0.03586756,-0.032613,0.10631,-0.55604,-0.18642,1.4886,0.05535958,-0.2823281,0.26559,-0.16353,0.7520034,0.22933,0.7246227,-0.1518154,1.835124,0.2667617,1.6806,-0.45933,-0.1998595,0.3697642,-0.03835685,0.78174,-0.04049756,-0.36951,0.4231437,0.5634086,-0.2532458,0.3092,0.11576,-0.29519,-0.45392,0.037823,-0.0948,-0.01351025,-0.097127,0.00076817,-0.95908,-0.11276,-0.022861,-0.39581,-0.78391,1.0033,1.258033,0.1333431,0.6488859,1.479429,-0.10914,0.023242,0.186433,-0.8058027,-0.5001005,0.4457016,0.022482,0.6428033,0.66908,-0.16764,0.58647,0.098304,2.418362,-0.05544232,-0.05887559,0.1773989,-0.3486981,-0.6501335,0.3752764,0.19474,0.30244,0.1075766,-0.1404076,-0.6510597,-0.4720533,-0.7914884,0.4632672,0.34127,0.9715658,-0.021634,0.28755,-0.64747,-0.50102,-1.2477,0.028249,0.88795,0.61282,1.1248,0.238484,0.15272,-0.1944282,1.315559,1.908703,-0.8664325,1.722982,1.74855,0.2039916,0.18736,-1.5758,-0.33025,-0.078773,0.0208,-1.1944,0.3821369,-0.4252237,-0.37538,0.06508733,0.42511,-0.7055829,0.149489,0.43976,-0.02288758,-0.0057829,0.7882813,-0.18476,0.39866,-0.21968,0.1910869,-1.061057,-0.012943,-0.94235,-0.18325,-0.23941,0.02631,-0.8896655,-0.1344118,0.1687186,-0.3094643,-0.7764975,-0.385614,0.354616,-0.03927222,-0.03983432,-0.2129163,-1.289524,-1.3895,-0.43246,-0.88008,0.09954001,-0.0217998,-1.4001,0.80451,-0.047283,-0.09772,0.81388,0.8414242,-0.1947273,0.4809834,-0.4099072,-0.4150775,-1.552643,0.2611918,0.8104504,0.1597632,-0.46147,2.130909,0.45489,0.30876,0.6310938,-0.5864847,0.3381092,0.1481102,-0.42158,0.001886861,0.9981026,0.1690307,0.059616,0.1267,-0.3690661,0.35457,0.1977037,-0.74533,-0.17227,-0.61665,-0.9419817,-0.48855,2.339397,-0.5512568,0.4825676,0.12653,0.52726,0.1312551,0.2224353,0.3926,0.5966887,0.5909296,-0.3840801,0.29607,0.65739,0.7352639,-0.008352638,0.5085419,-0.6596168,0.004359701,-1.098832,0.5204372,-0.13626,0.2911151,1.316369,-0.1751033,-0.4372466,-0.4570995,-0.07658028,-0.3350756,0.7123172,-0.04943219,-0.1058392,-0.067019,-1.0049,-1.0543,-0.4468826,-2.419686,-1.0724,-0.15156,0.6937752,-0.49723,0.5733,-0.1773888,0.14686,0.23013,1.8257,0.1150458,-0.83584,-0.392,-0.22875,0.3670236,-0.08413065,-0.8452193,0.16153,0.021037,0.03510341,1.1094,0.088794,-0.1205,0.12385,-0.36112,0.9544604,0.63995,0.26373,-0.7696853,0.28934,0.50704,1.2384,-0.18834,-0.47941,0.0020701,-1.0398,-0.3830951,1.4349,0.08468101,-0.1799295,-0.5660018,-2.198984,-0.0322042,-0.14168,0.1667153,0.5582384,-0.6369385,-1.0124,-0.661,-0.13033,0.43921,-0.15749,-0.05854607,0.2623038,-0.1453126,0.4255844,0.20387,-0.6407,0.53859,0.49747,-0.69554,-0.9817812,0.04959209,0.1164456,-0.4879757,0.2416425,-0.04317,-0.31349,-0.7710983,-0.4494109,2.8751,-0.43088,0.048894,-0.59432,-1.559489,0.7364115,0.2932184,-1.094836,-0.2318247,-0.58452,0.1392702,-0.12517,-0.2100749,0.4276,-0.38599,0.69563,0.4578897,-0.311392,0.2066977,0.57953,1.4723,0.4849346,-1.2079,0.12937,-0.18564,-0.18202,-1.1786,-0.97912,-0.32388,0.7443356,-0.60561,0.40331,-0.1923074,0.3427923,-0.2919002,-0.5415046,0.8387826,-0.4059574,-0.1424997,0.1194453,-1.6803,0.14251,-0.096974,0.26514,-0.5312191,-0.50236,-0.095871,0.04321219,0.2900975,-0.1437571,-0.033199,-0.6582439,0.76934,0.08134289,-0.4502356,0.1033,0.050366,-0.13485,-0.20036,0.072315,-0.1058635,1.935982,0.06251899,0.49999,1.2021,0.090533,-0.8504544,0.067132,-1.032,0.078606,-1.085977,-0.113,-0.2340286,0.30647,1.012825,0.37183,-0.048376,0.027431,-0.03918964,0.1120747,-0.8309484,-0.6942551,-0.70649,-1.368,-1.0218,-0.41826,-0.7855977,0.2995242,0.6190909,-0.6524612,0.6020075,0.2989337,0.190098,0.4241326,-0.2644686,0.07415688,1.470407,-1.589844,2.1225,0.9114175,-0.8549465,-1.180079,1.957265,-0.444298,-0.07558891,1.774757,-0.29454,-1.150825,-1.245919,0.004227575,-0.46161,1.4005,0.83296,-0.16676,0.3579,-0.1938264,-1.46261,-0.9471957,0.1368522
